"Yield","Latitude","Longitude","TimeStamp"
254.69743082,334.304311910702,265.769106923296,"2018-11-02 17:16:17"
238.57701695,332.421694380789,265.774855091602,"2018-11-02 17:16:17"
255.58977731,330.559092932937,265.800058654861,"2018-11-02 17:16:18"
258.5090831,328.691736282597,265.801053521444,"2018-11-02 17:16:19"
250.49579696,326.819403259149,265.814981801277,"2018-11-02 17:16:20"
258.12178504,324.945190271689,265.830789303392,"2018-11-02 17:16:22"
246.65703905,323.065447980253,265.875669327358,"2018-11-02 17:16:22"
251.8130708,321.197206641936,265.919996628815,"2018-11-02 17:16:23"
248.96827165,319.343783838812,265.901867735207,"2018-11-02 17:16:24"
247.20188591,317.512367655676,265.95537002577,"2018-11-02 17:16:26"
247.20212439,315.670888150052,265.970514266217,"2018-11-02 17:16:26"
247.20188591,313.839582564405,265.982673864499,"2018-11-02 17:16:27"
247.53841148,312.012700433569,266.024790338758,"2018-11-02 17:16:28"
256.17474477,310.188251185041,266.072323366985,"2018-11-02 17:16:29"
255.81953453,308.378288702812,266.101727501604,"2018-11-02 17:16:30"
255.58977731,306.52519765758,266.083156462351,"2018-11-02 17:16:31"
248.95909539,304.657398663645,266.082493200682,"2018-11-02 17:16:33"
266.29450213,302.802869999567,266.060495340629,"2018-11-02 17:16:33"
256.91410689,300.945355511311,266.094321183053,"2018-11-02 17:16:34"
263.62333525,299.101664284568,266.11687174205,"2018-11-02 17:16:36"
240.69146068,297.243154521062,266.12582562613,"2018-11-02 17:16:37"
245.85607272,295.416935895796,266.110460312075,"2018-11-02 17:16:38"
223.66432975,293.575014045005,266.120519614466,"2018-11-02 17:16:39"
254.52518306,291.72656761656,266.113334389945,"2018-11-02 17:16:40"
258.02276697,289.893271481198,266.136216574279,"2018-11-02 17:16:41"
242.37907546,288.061634136873,266.170816200252,"2018-11-02 17:16:42"
247.64608541,286.216726462689,266.193808915892,"2018-11-02 17:16:43"
239.12303095,284.340301753324,266.221223296923,"2018-11-02 17:16:44"
243.94474533,282.453592539066,266.216580537502,"2018-11-02 17:16:44"
239.84810464,280.584466511201,266.226529296019,"2018-11-02 17:16:45"
236.66477541,278.715451070611,266.242668414046,"2018-11-02 17:16:46"
239.77810702,276.836151123556,266.273288531271,"2018-11-02 17:16:48"
245.24813084,274.949552494214,266.340829643969,"2018-11-02 17:16:49"
240.18046236,273.051231740347,266.357853086276,"2018-11-02 17:16:50"
248.28379914,271.153463916564,266.370565403924,"2018-11-02 17:16:50"
229.61617202,269.259456020019,266.373328941062,"2018-11-02 17:16:52"
239.55632402,267.378276109737,266.391457812677,"2018-11-02 17:16:53"
230.52682861,265.503289020003,266.384272588156,"2018-11-02 17:16:53"
255.59766883,263.640908744342,266.45380346701,"2018-11-02 17:16:55"
245.76047011,261.757406525667,266.453250746073,"2018-11-02 17:16:56"
249.34756525,259.879433611755,266.493045841408,"2018-11-02 17:16:56"
233.98589543,258.018933287533,266.492824745807,"2018-11-02 17:16:58"
243.03772616,256.142287406764,266.482102170751,"2018-11-02 17:16:58"
222.66046668,254.28222944971,266.478785914246,"2018-11-02 17:17:00"
262.77249271,252.43831703899,266.531182784927,"2018-11-02 17:17:00"
259.59883467,250.605795006689,266.562466154396,"2018-11-02 17:17:02"
262.95136951,248.775705867697,266.57749985254,"2018-11-02 17:17:03"
273.93769176,246.926817094084,266.59573925546,"2018-11-02 17:17:03"
259.82231772,245.098939676997,266.597176300679,"2018-11-02 17:17:05"
255.2570948,243.242420463205,266.601597975495,"2018-11-02 17:17:06"
248.52727772,241.366327512519,266.609999160629,"2018-11-02 17:17:06"
239.17355132,239.486032290999,266.650899674276,"2018-11-02 17:17:08"
237.9127203,237.595010218633,266.680303819891,"2018-11-02 17:17:09"
250.67920709,235.711729172149,266.682183021752,"2018-11-02 17:17:09"
249.36465251,233.81595189808,266.74054915634,"2018-11-02 17:17:11"
225.68739118,231.920395796987,266.789077062146,"2018-11-02 17:17:11"
226.87712835,230.029594896812,266.86103984966,"2018-11-02 17:17:13"
217.615664,228.134591725017,266.928249326026,"2018-11-02 17:17:13"
215.57078746,226.234943938007,266.9908160414,"2018-11-02 17:17:15"
200.64651074,224.367587288453,266.965612454578,"2018-11-02 17:17:16"
216.86232508,222.472141772277,266.954226627278,"2018-11-02 17:17:17"
229.49348305,220.597818199115,266.8905544716,"2018-11-02 17:17:17"
248.19086204,218.710445468285,266.875299699848,"2018-11-02 17:17:18"
248.49212587,216.807148340525,266.883590353677,"2018-11-02 17:17:20"
261.2302614,215.036996848656,266.887901498757,"2018-11-02 17:17:21"
234.22019738,213.381080806929,266.897518655502,"2018-11-02 17:17:22"
263.21023245,211.745070248988,266.919848107902,"2018-11-02 17:17:23"
238.07905038,210.12631112112,266.945714912408,"2018-11-02 17:17:24"
233.52014887,208.509210772501,266.943725136827,"2018-11-02 17:17:25"
257.71202607,206.933690804339,266.950136566802,"2018-11-02 17:17:26"
257.4547082,205.315042262174,266.977882595162,"2018-11-02 17:17:27"
252.15339193,203.581494776082,266.999990986521,"2018-11-02 17:17:27"
231.07497037,201.767551217211,267.033043024973,"2018-11-02 17:17:29"
242.26690026,199.938236180493,267.032490304036,"2018-11-02 17:17:29"
246.97032281,198.160896593612,267.054488142096,"2018-11-02 17:17:31"
247.78338698,196.404236616364,267.074164601232,"2018-11-02 17:17:32"
247.66931422,194.657750558307,267.078033567677,"2018-11-02 17:17:32"
247.20018258,192.912702119881,267.108985299243,"2018-11-02 17:17:33"
251.70726467,191.181919286564,267.133304517799,"2018-11-02 17:17:34"
250.38422992,189.444943631912,267.179511043109,"2018-11-02 17:17:35"
255.2151868,187.706972702797,267.184927586079,"2018-11-02 17:17:36"
265.93762495,185.965573605121,267.202724830787,"2018-11-02 17:17:38"
244.94060519,184.243305899959,267.24274099973,"2018-11-02 17:17:38"
243.33558978,182.495824567438,267.25755361327,"2018-11-02 17:17:39"
235.42015022,180.753209023108,267.278224938989,"2018-11-02 17:17:40"
246.61153399,179.020325053588,267.301107123323,"2018-11-02 17:17:41"
234.00621903,177.281137677817,267.336922698913,"2018-11-02 17:17:42"
242.16412091,175.533103415213,267.363231671058,"2018-11-02 17:17:44"
234.3144785,173.779982192227,267.343113033288,"2018-11-02 17:17:44"
257.9252469,172.03692430273,267.372848816806,"2018-11-02 17:17:45"
240.72246816,170.299174545805,267.360799737264,"2018-11-02 17:17:46"
252.09348656,168.542625154259,267.372627721205,"2018-11-02 17:17:47"
252.09348656,166.78817689813,267.379923486458,"2018-11-02 17:17:48"
254.5082212,165.048989511359,267.430220062819,"2018-11-02 17:17:49"
253.05964282,163.296089471565,267.424361341214,"2018-11-02 17:17:51"
247.79212408,161.556238579223,267.432320369706,"2018-11-02 17:17:51"
249.24806859,159.826008664988,267.448459476736,"2018-11-02 17:17:52"
249.45712291,158.078416757765,267.435636615214,"2018-11-02 17:17:54"
252.32947828,156.350619747841,267.463935353515,"2018-11-02 17:17:55"
258.14648829,154.637530677191,267.489691615718,"2018-11-02 17:17:56"
252.24097836,152.914710041945,267.529818325393,"2018-11-02 17:17:57"
252.24097836,151.196534033701,267.548610449251,"2018-11-02 17:17:58"
262.25435091,149.479795621515,267.570276661976,"2018-11-02 17:17:59"
249.26397153,147.676357729513,267.596364549515,"2018-11-02 17:18:00"
239.89912593,145.854009628189,267.619025639819,"2018-11-02 17:18:01"
241.21946444,144.046701212246,267.627426823383,"2018-11-02 17:18:02"
243.67517853,142.258081855436,267.643565941409,"2018-11-02 17:18:03"
235.03513713,140.462827333696,267.686677293249,"2018-11-02 17:18:04"
237.66570784,138.684934827732,267.713428433032,"2018-11-02 17:18:05"
266.48829695,136.899743639482,267.742500942315,"2018-11-02 17:18:05"
240.59094247,135.103715015469,267.77389484309,"2018-11-02 17:18:07"
264.67285893,133.308792251623,267.801309233546,"2018-11-02 17:18:08"
241.3277406,131.491309926703,267.818001059942,"2018-11-02 17:18:09"
239.90225879,129.663653681806,267.836903726103,"2018-11-02 17:18:10"
241.21538744,127.840863224315,267.861112402356,"2018-11-02 17:18:10"
224.47520374,126.027583171015,267.862107267369,"2018-11-02 17:18:12"
235.47296012,124.248584804098,267.870397910201,"2018-11-02 17:18:13"
219.34894397,122.453109110168,267.876146089504,"2018-11-02 17:18:14"
225.47973083,120.674442501145,267.886205402891,"2018-11-02 17:18:15"
237.08096521,118.892126551371,267.91174058049,"2018-11-02 17:18:16"
248.32649585,117.10848356924,267.925668871319,"2018-11-02 17:18:16"
248.56748006,115.332139267823,267.957283866124,"2018-11-02 17:18:18"
252.32435893,113.540976431215,267.95330434638,"2018-11-02 17:18:19"
253.16205629,111.760540445453,267.969001296767,"2018-11-02 17:18:20"
244.53728755,109.997134716002,267.996526240522,"2018-11-02 17:18:21"
237.2929232,108.236161881433,268.003490380438,"2018-11-02 17:18:22"
249.5480153,106.512345959936,268.042622214104,"2018-11-02 17:18:23"
238.71663759,104.773711514249,268.104746772836,"2018-11-02 17:18:24"
254.23157589,103.035740596134,268.181352310345,"2018-11-02 17:18:25"
229.50709199,101.281181743302,268.211419695637,"2018-11-02 17:18:26"
208.82237105,99.5226418020424,268.199702232005,"2018-11-02 17:18:27"
198.86525372,97.7524903219599,268.20556095361,"2018-11-02 17:18:28"
214.06900219,95.9695108556144,268.203792272059,"2018-11-02 17:18:29"
202.47948546,94.1775739167326,268.133819225567,"2018-11-02 17:18:29"
255.85080996,92.3722560615045,268.131718951668,"2018-11-02 17:18:30"
246.81477339,90.5848531513491,268.138683091584,"2018-11-02 17:18:32"
216.34211528,88.7422677847727,268.157585756174,"2018-11-02 17:18:33"
195.5831716,86.8167428538326,268.25397832811,"2018-11-02 17:18:33"
185.08986655,84.8986271908811,268.327157087234,"2018-11-02 17:18:34"
206.89249191,83.0648887111387,268.373584686153,"2018-11-02 17:18:35"
216.66032309,81.3005982937115,268.419901731773,"2018-11-02 17:18:36"
226.44157037,79.5747918335016,268.431177004203,"2018-11-02 17:18:38"
225.00873204,77.8541829201612,268.401551742564,"2018-11-02 17:18:38"
222.43271652,76.1175390241885,268.425760418818,"2018-11-02 17:18:40"
233.32749002,74.3263761875805,268.438251653433,"2018-11-02 17:18:40"
239.12642857,72.4986093561958,268.468097977683,"2018-11-02 17:18:41"
236.77103866,70.665644979513,268.476056995179,"2018-11-02 17:18:43"
239.53299709,68.8463932770695,268.521489725944,"2018-11-02 17:18:44"
229.6088562,67.0311226740548,268.521158089611,"2018-11-02 17:18:44"
239.03705356,65.2188378944332,268.569022743174,"2018-11-02 17:18:45"
227.91035499,63.3894122727984,268.626504531488,"2018-11-02 17:18:46"
251.03604135,61.5697182259738,268.644633392107,"2018-11-02 17:18:47"
241.15804433,59.7703720191033,268.706979035443,"2018-11-02 17:18:49"
261.7161214,57.9642800608155,268.717812130809,"2018-11-02 17:18:50"
242.18423564,56.1628327185282,268.725439521398,"2018-11-02 17:18:50"
256.22361751,54.34059519112,268.769877366728,"2018-11-02 17:18:52"
241.41185354,52.5147083237474,268.800718566987,"2018-11-02 17:18:53"
232.12629697,50.7186796997343,268.817742009295,"2018-11-02 17:18:53"
241.49706973,48.9007550304337,268.839960930389,"2018-11-02 17:18:55"
239.47338807,47.1120250879211,268.868701825332,"2018-11-02 17:18:56"
247.24746258,45.3323631926467,268.863616887276,"2018-11-02 17:18:56"
237.302596,43.5444073641944,268.831559724832,"2018-11-02 17:18:58"
245.5145734,41.7821074956959,268.842945550561,"2018-11-02 17:18:59"
233.80521767,40.0037726343502,268.853889199225,"2018-11-02 17:19:00"
241.96248883,38.2288659635656,268.858421417914,"2018-11-02 17:19:00"
248.18704554,36.471431883258,268.892247249342,"2018-11-02 17:19:02"
253.72256256,34.7065885239609,268.912365876116,"2018-11-02 17:19:03"
247.13688805,32.9356629526053,268.93458479721,"2018-11-02 17:19:03"
246.32836902,31.1600927432479,268.923198971482,"2018-11-02 17:19:05"
232.19661818,29.3845225448912,268.953819088707,"2018-11-02 17:19:05"
241.98701457,27.5989995987479,268.951829322551,"2018-11-02 17:19:07"
238.89938848,25.8174577512478,268.987534368407,"2018-11-02 17:19:08"
260.77001075,24.0209867828537,269.024234279275,"2018-11-02 17:19:08"
238.40525051,22.1986386697432,269.032193307767,"2018-11-02 17:19:10"
248.21674755,20.376069385228,269.04545832436,"2018-11-02 17:19:11"
235.21949443,18.5293923335203,269.081605536283,"2018-11-02 17:19:11"
243.87377851,16.6775177357289,269.109241000348,"2018-11-02 17:19:13"
235.66321954,14.8255325514493,269.12261657024,"2018-11-02 17:19:14"
235.13479994,13.0044008857794,269.109462073956,"2018-11-02 17:19:14"
243.05198205,11.1784034319187,269.125380107378,"2018-11-02 17:19:16"
244.19022408,9.34256381675948,269.123943073156,"2018-11-02 17:19:17"
241.28974783,7.50241134427853,269.124606314403,"2018-11-02 17:19:18"
245.31620685,5.65562369508208,269.180982704828,"2018-11-02 17:19:19"
246.54411694,3.78937291748066,269.173134218638,"2018-11-02 17:19:20"
236.38749622,1.93042081037916,269.217682615696,"2018-11-02 17:19:21"
220.99975653,0.0693675670750764,269.194910962668,"2018-11-02 17:19:22"
245.46187377,0.360983076277051,281.796577079463,"2018-11-02 17:21:21"
240.11360967,2.04100689619754,281.802325258765,"2018-11-02 17:21:22"
240.11156335,3.72268950715386,281.801219840454,"2018-11-02 17:21:24"
249.53223785,5.37639383876272,281.808957773345,"2018-11-02 17:21:24"
257.41479731,7.08881938184057,281.777563894563,"2018-11-02 17:21:26"
235.14096361,8.80887536509761,281.766841330504,"2018-11-02 17:21:27"
281.78129806,10.5168774651513,281.757113644024,"2018-11-02 17:21:28"
258.79018255,12.2608200426245,281.68691953649,"2018-11-02 17:21:28"
257.43610141,14.0368325853622,281.716323671109,"2018-11-02 17:21:30"
256.00347468,15.8297647994942,281.714997157197,"2018-11-02 17:21:31"
246.18288428,17.5995845216838,281.715770950172,"2018-11-02 17:21:32"
256.00317913,19.3843333647674,281.692999330132,"2018-11-02 17:21:32"
243.60082075,21.1990510376988,281.670006625489,"2018-11-02 17:21:34"
255.50560383,23.0131051940586,281.615398938607,"2018-11-02 17:21:35"
235.90717266,24.8189759801558,281.557253898049,"2018-11-02 17:21:35"
244.03805254,26.6278325904319,281.544099401766,"2018-11-02 17:21:36"
243.81210952,28.4313810689218,281.559354171947,"2018-11-02 17:21:37"
238.54681839,30.2453246387935,281.56543396559,"2018-11-02 17:21:39"
240.08551104,32.0510848384027,281.562670430023,"2018-11-02 17:21:40"
258.76253713,33.8692306806795,281.522985887986,"2018-11-02 17:21:41"
254.65328269,35.6812942873249,281.478105887585,"2018-11-02 17:21:42"
258.04111277,37.4855062816005,281.459092680692,"2018-11-02 17:21:43"
251.35002283,39.2589753445405,281.4511336522,"2018-11-02 17:21:44"
253.73021231,41.012981267289,281.449696606982,"2018-11-02 17:21:45"
255.89671683,42.7832433220732,281.415207534307,"2018-11-02 17:21:46"
263.31744351,44.547423153798,281.415318076609,"2018-11-02 17:21:46"
251.72265146,46.3124876852856,281.397631372633,"2018-11-02 17:21:48"
264.17032252,48.1030975910244,281.392767517612,"2018-11-02 17:21:49"
228.04548549,49.9025543843831,281.427367121593,"2018-11-02 17:21:49"
236.07932733,51.6937172209911,281.426261723703,"2018-11-02 17:21:50"
233.48022856,53.4763649286579,281.388677488554,"2018-11-02 17:21:52"
248.93036228,55.255695054253,281.368779947955,"2018-11-02 17:21:52"
256.8242703,57.0197642994898,281.321136399419,"2018-11-02 17:21:54"
268.5272751,58.8089365863833,281.303449684447,"2018-11-02 17:21:55"
294.43994177,60.5930219136812,281.238893213913,"2018-11-02 17:21:56"
262.73666484,62.396902150064,281.247294388052,"2018-11-02 17:21:57"
262.96348475,64.2071963791854,281.230602571081,"2018-11-02 17:21:58"
239.28970567,65.9915028786738,281.230160403442,"2018-11-02 17:21:59"
221.39221535,67.7878632605798,281.187049073595,"2018-11-02 17:22:00"
209.14483025,69.5639863898056,281.157313291647,"2018-11-02 17:22:01"
221.19662297,71.3350225586501,281.087671916047,"2018-11-02 17:22:02"
233.89401322,73.086374404112,281.056278005847,"2018-11-02 17:22:03"
212.32481257,74.8150561020126,281.081260464079,"2018-11-02 17:22:04"
262.64977438,76.4636734732401,281.075070095145,"2018-11-02 17:22:04"
271.08502555,77.9522727783952,281.103479352185,"2018-11-02 17:22:06"
292.72702091,79.2914702810503,281.126250995787,"2018-11-02 17:22:07"
326.9573371,80.4540618041316,281.045113252156,"2018-11-02 17:22:08"
308.06801279,81.4524329895213,281.070095721385,"2018-11-02 17:22:09"
275.25818842,82.3407710191759,281.040028334522,"2018-11-02 17:22:10"
327.00093928,82.9961041653951,281.052851185047,"2018-11-02 17:22:10"
347.1263174,83.5859703487282,281.032843122568,"2018-11-02 17:22:12"
545.65235686,83.9537796708767,281.01913592734,"2018-11-02 17:22:12"
288.52261677,84.5916402156184,281.027537099908,"2018-11-02 17:22:14"
288.1154095,85.2416652300515,281.011508524184,"2018-11-02 17:22:15"
274.62938008,86.1390713187306,280.994042904813,"2018-11-02 17:22:15"
235.50489514,87.2031306501976,280.977240525118,"2018-11-02 17:22:16"
249.38703319,88.3669386089331,280.907267513185,"2018-11-02 17:22:18"
234.80772674,89.618994275605,280.852991450069,"2018-11-02 17:22:19"
225.2348055,90.9589658813197,280.816733684847,"2018-11-02 17:22:20"
216.51137929,92.3343250445854,280.781581359929,"2018-11-02 17:22:21"
225.89549613,93.7776946403202,280.757814851314,"2018-11-02 17:22:21"
217.6591304,95.201932832541,280.733385092026,"2018-11-02 17:22:23"
239.33476738,96.7320019308787,280.802363215383,"2018-11-02 17:22:23"
233.681239,98.4062752738463,280.862940166172,"2018-11-02 17:22:25"
233.90817715,100.146015580486,280.877531696677,"2018-11-02 17:22:25"
242.29349851,101.974888272823,280.863824512446,"2018-11-02 17:22:26"
240.04705961,103.77611444292,280.79816265659,"2018-11-02 17:22:28"
251.78734658,105.576124166362,280.727747477018,"2018-11-02 17:22:29"
250.23818641,107.386086637591,280.689499991196,"2018-11-02 17:22:29"
253.3247966,109.186206946735,280.673360862174,"2018-11-02 17:22:30"
244.55772528,110.946626851221,280.671260555287,"2018-11-02 17:22:32"
248.80247415,112.73922730746,280.655010894958,"2018-11-02 17:22:33"
248.85285609,114.566883552357,280.688726163662,"2018-11-02 17:22:34"
251.53103878,116.396640932671,280.642740744949,"2018-11-02 17:22:35"
252.34677968,118.213127983126,280.562155709688,"2018-11-02 17:22:36"
255.32519116,120.043438294308,280.545574403601,"2018-11-02 17:22:37"
241.66973786,121.905486811291,280.534851837971,"2018-11-02 17:22:37"
236.64952366,123.810332144384,280.553091240892,"2018-11-02 17:22:38"
218.94122125,125.670721871117,280.552317447917,"2018-11-02 17:22:40"
247.26281,127.534097422028,280.540489474971,"2018-11-02 17:22:40"
249.83618929,129.376019272033,280.483670949896,"2018-11-02 17:22:41"
257.10130546,131.226898594575,280.462999614752,"2018-11-02 17:22:42"
239.18090849,133.096024622439,280.457361966755,"2018-11-02 17:22:44"
247.71623741,134.959842516945,280.452498111734,"2018-11-02 17:22:44"
235.61104738,136.818462866154,280.404301865824,"2018-11-02 17:22:46"
259.35024673,138.662707035553,280.372023629771,"2018-11-02 17:22:47"
258.41728005,140.500647786129,280.338750528707,"2018-11-02 17:22:48"
253.74307645,142.338146181323,280.280937115056,"2018-11-02 17:22:49"
254.6821783,144.217114370486,280.266345573554,"2018-11-02 17:22:50"
240.63005773,146.097299006303,280.266898283495,"2018-11-02 17:22:51"
243.46229426,147.971733176954,280.271430489617,"2018-11-02 17:22:52"
232.4601122,149.847162611069,280.22168664519,"2018-11-02 17:22:53"
241.17466448,151.725135513981,280.203336690541,"2018-11-02 17:22:54"
243.66425161,153.597247376239,280.153924460454,"2018-11-02 17:22:55"
245.41641962,155.466483989806,280.108602292414,"2018-11-02 17:22:56"
255.29012056,157.351755586004,280.097658632753,"2018-11-02 17:22:56"
255.78376853,159.251845716609,280.083067102248,"2018-11-02 17:22:58"
240.54180598,161.173610721097,280.090362856504,"2018-11-02 17:22:59"
247.51886377,163.080004259523,280.069912604394,"2018-11-02 17:22:59"
233.52169823,164.977993255497,280.040840085685,"2018-11-02 17:23:01"
251.18659086,166.876424595066,279.992533284906,"2018-11-02 17:23:02"
242.65717794,168.763465568003,279.990543520321,"2018-11-02 17:23:03"
251.45408162,170.642986688035,280.008119681994,"2018-11-02 17:23:04"
241.87491336,172.516867916816,279.999607956128,"2018-11-02 17:23:05"
246.44738892,174.419833285897,280.001155543649,"2018-11-02 17:23:06"
233.41391924,176.318375211955,279.970535446845,"2018-11-02 17:23:07"
267.02031019,178.205858530058,279.916259374304,"2018-11-02 17:23:08"
250.56162103,180.09411594965,279.913164200833,"2018-11-02 17:23:08"
252.94385867,181.97982989023,279.896693446474,"2018-11-02 17:23:10"
266.58486128,183.859793353857,279.887186843028,"2018-11-02 17:23:11"
251.01867768,185.74218972258,279.850818568493,"2018-11-02 17:23:11"
257.95982547,187.657430136055,279.823404167041,"2018-11-02 17:23:13"
248.17952338,189.550000413754,279.793889490119,"2018-11-02 17:23:14"
253.63845634,191.44102248612,279.738839635599,"2018-11-02 17:23:15"
251.66087411,193.334809210474,279.735081198888,"2018-11-02 17:23:16"
248.64804785,195.219196128912,279.744808875943,"2018-11-02 17:23:17"
247.45206284,197.116521607528,279.718831529134,"2018-11-02 17:23:18"
257.21812361,198.984431187952,279.679589165733,"2018-11-02 17:23:19"
245.05811868,200.857980658841,279.652727483647,"2018-11-02 17:23:20"
254.55821577,202.705431812822,279.650737728488,"2018-11-02 17:23:21"
245.5889626,204.564715678602,279.626197426898,"2018-11-02 17:23:22"
246.14873942,206.43782280511,279.6373621476,"2018-11-02 17:23:23"
239.05984531,208.31468985807,279.614590516565,"2018-11-02 17:23:24"
244.29468416,210.187796984577,279.567168052633,"2018-11-02 17:23:25"
236.22884463,212.089877665682,279.531131392438,"2018-11-02 17:23:26"
246.6926657,213.956017868582,279.492441727981,"2018-11-02 17:23:27"
237.76274514,215.818287558541,279.484372169753,"2018-11-02 17:23:27"
271.45057778,217.701126259858,279.472986342454,"2018-11-02 17:23:29"
254.48017657,219.591374229951,279.526820247357,"2018-11-02 17:23:30"
237.26332797,221.49102201696,279.555782225334,"2018-11-02 17:23:31"
228.95616192,223.374413649147,279.601325477979,"2018-11-02 17:23:32"
208.01481229,225.24132795432,279.580543611529,"2018-11-02 17:23:33"
218.86763158,227.076946398075,279.532126259021,"2018-11-02 17:23:34"
223.04829611,228.882706597684,279.480503201737,"2018-11-02 17:23:35"
230.2119057,230.67641291409,279.426890370442,"2018-11-02 17:23:36"
239.30756405,232.49533285864,279.363992039157,"2018-11-02 17:23:37"
238.63082889,234.307949395369,279.26737844074,"2018-11-02 17:23:38"
239.28181429,236.145558388052,279.226256842489,"2018-11-02 17:23:39"
242.40528244,237.982503864164,279.220287580152,"2018-11-02 17:23:40"
239.08198567,239.800539130953,279.17164914304,"2018-11-02 17:23:40"
243.87600266,241.585066790846,279.154294053404,"2018-11-02 17:23:42"
240.01781544,243.379547210311,279.18402981493,"2018-11-02 17:23:43"
244.48000061,245.190615553493,279.158384093458,"2018-11-02 17:23:43"
236.99716096,246.956454176254,279.182592769712,"2018-11-02 17:23:45"
247.87827134,248.737553678587,279.187567154469,"2018-11-02 17:23:46"
246.50207913,250.493550140049,279.146335037479,"2018-11-02 17:23:46"
251.14866103,252.253638286643,279.101455037077,"2018-11-02 17:23:47"
239.84415613,253.997470277628,279.046626254594,"2018-11-02 17:23:49"
252.42651239,255.758885457365,279.069397863637,"2018-11-02 17:23:50"
251.00595314,257.523065289089,279.060886137771,"2018-11-02 17:23:50"
242.43633875,259.284701640231,279.074482790696,"2018-11-02 17:23:52"
242.43633875,261.047775611003,279.047068411237,"2018-11-02 17:23:53"
242.41425392,262.79326639381,278.993455600364,"2018-11-02 17:23:54"
243.80189536,264.535771352438,278.961508991219,"2018-11-02 17:23:55"
252.93232004,266.309793345461,278.918729264716,"2018-11-02 17:23:55"
246.84757863,268.08038717071,278.931773196704,"2018-11-02 17:23:57"
247.53366698,269.854409163734,278.948575554406,"2018-11-02 17:23:58"
240.84829365,271.620026614304,278.936858125334,"2018-11-02 17:23:59"
250.09202539,273.379451244326,278.933762951863,"2018-11-02 17:23:59"
247.52207615,275.159223713516,278.894410046159,"2018-11-02 17:24:00"
247.05623521,276.944525487469,278.82664787242,"2018-11-02 17:24:02"
248.20965027,278.72208623554,278.811835235317,"2018-11-02 17:24:03"
245.68945568,280.537909780425,278.81194577762,"2018-11-02 17:24:03"
236.49844454,282.354839175261,278.810287647797,"2018-11-02 17:24:04"
243.02896966,284.190899962611,278.829964106932,"2018-11-02 17:24:05"
244.4634235,286.020214998543,278.79204823545,"2018-11-02 17:24:06"
254.71906929,287.848202990332,278.743520351637,"2018-11-02 17:24:07"
232.12713657,289.662588916371,278.68205906557,"2018-11-02 17:24:08"
258.7425095,291.522425701234,278.69189727236,"2018-11-02 17:24:09"
255.17353938,293.370761555764,278.689796976469,"2018-11-02 17:24:10"
251.78776382,295.206490584435,278.726386335609,"2018-11-02 17:24:11"
265.52843526,297.029281041926,278.716879732163,"2018-11-02 17:24:12"
244.59821015,298.877948643348,278.688359932822,"2018-11-02 17:24:13"
